RECORDING_SESSION_LABEL,TRIAL_INDEX,TRIAL_FIXATION_TOTAL,CURRENT_FIX_DURATION,CURRENT_FIX_INDEX,CURRENT_FIX_INTEREST_AREA_ID,CURRENT_FIX_INTEREST_AREA_LABEL,CURRENT_FIX_RUN_DWELL_TIME,CURRENT_FIX_INTEREST_AREA_FIX_COUNT,CURRENT_FIX_INTEREST_AREA_DWELL_TIME,CURRENT_FIX_START,CURRENT_FIX_NEAREST_INTEREST_AREA,CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE,CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL
12,6,6,362,1,1,fixationIA,362,2,644,4,1,0.89,fixationIA
12,6,6,122,2,.,.,.,.,.,406,1,4.87,fixationIA
12,6,6,282,3,1,fixationIA,282,2,644,566,1,0.29,fixationIA
12,6,6,452,4,3,distIA,452,1,452,918,3,1.8,distIA
12,6,6,118,5,2,targetIA,590,2,590,1498,2,2.04,targetIA
12,6,6,472,6,2,targetIA,590,2,590,1640,2,2.04,targetIA
12,7,5,222,1,1,fixationIA,222,1,222,150,1,0.91,fixationIA
12,7,5,564,2,.,.,.,.,.,450,2,2.88,targetIA
12,7,5,190,3,3,distIA,380,3,380,1136,3,0.82,distIA
12,7,5,146,4,3,distIA,380,3,380,1342,3,0.84,distIA
12,7,5,44,5,3,distIA,380,3,380,1504,3,2.13,distIA
12,8,4,164,1,1,fixationIA,164,1,164,4,1,0.55,fixationIA
12,8,4,338,2,.,.,.,.,.,250,2,2.66,targetIA
12,8,4,380,3,2,targetIA,990,2,990,604,2,1.4,targetIA
12,8,4,610,4,2,targetIA,990,2,990,998,2,1.96,targetIA
12,9,4,1138,1,1,fixationIA,1138,1,1138,4,1,1.17,fixationIA
12,9,4,220,2,2,targetIA,684,3,684,1218,2,2.53,targetIA
12,9,4,152,3,2,targetIA,684,3,684,1452,2,1.76,targetIA
12,9,4,312,4,2,targetIA,684,3,684,1616,2,2.69,targetIA
12,10,3,1096,1,1,fixationIA,1096,1,1096,4,1,1.23,fixationIA
12,10,3,462,2,2,targetIA,520,2,520,1180,2,1.18,targetIA
12,10,3,58,3,2,targetIA,520,2,520,1828,2,0.86,targetIA
12,11,3,1100,1,1,fixationIA,1100,1,1100,4,1,1.32,fixationIA
12,11,3,130,2,3,distIA,304,2,304,1184,3,0.72,distIA
12,11,3,174,3,3,distIA,304,2,304,1334,3,1.55,distIA
12,12,6,246,1,1,fixationIA,246,2,678,4,1,0.9,fixationIA
12,12,6,206,2,3,distIA,206,2,296,326,3,1.95,distIA
12,12,6,432,3,1,fixationIA,432,2,678,598,1,1.2,fixationIA
12,12,6,214,4,2,targetIA,556,2,556,1104,2,1.6,targetIA
12,12,6,342,5,2,targetIA,556,2,556,1336,2,1.11,targetIA
12,12,6,90,6,3,distIA,90,2,296,1818,3,2.11,distIA
12,13,4,32,1,1,fixationIA,1006,2,1006,4,1,0.6,fixationIA
12,13,4,974,2,1,fixationIA,1006,2,1006,48,1,1.52,fixationIA
12,13,4,274,3,2,targetIA,576,2,576,1100,2,1.8,targetIA
12,13,4,302,4,2,targetIA,576,2,576,1388,2,2.07,targetIA
12,14,8,270,1,1,fixationIA,270,3,658,4,1,1.48,fixationIA
12,14,8,152,2,.,.,.,.,.,350,2,4.71,targetIA
12,14,8,150,3,1,fixationIA,388,3,658,566,1,1.64,fixationIA
12,14,8,238,4,1,fixationIA,388,3,658,734,1,1.48,fixationIA
12,14,8,232,5,3,distIA,418,2,418,1050,3,0.23,distIA
12,14,8,186,6,3,distIA,418,2,418,1298,3,1.6,distIA
12,14,8,164,7,2,targetIA,454,2,454,1628,2,2.09,targetIA
12,14,8,290,8,2,targetIA,454,2,454,1806,2,1.68,targetIA
12,15,6,124,1,1,fixationIA,124,1,124,4,1,0.85,fixationIA
12,15,6,130,2,.,.,.,.,.,140,1,1.66,fixationIA
12,15,6,228,3,2,targetIA,332,3,772,350,2,2.17,targetIA
12,15,6,104,4,2,targetIA,332,3,772,590,2,1.31,targetIA
12,15,6,210,5,.,.,.,.,.,758,1,2.64,fixationIA
12,15,6,440,6,2,targetIA,440,3,772,1044,2,0.94,targetIA
12,16,2,1260,1,1,fixationIA,1260,1,1260,4,1,1.15,fixationIA
12,16,2,548,2,2,targetIA,548,1,548,1356,2,1.18,targetIA
12,17,6,300,1,1,fixationIA,936,2,936,4,1,0.83,fixationIA
12,17,6,636,2,1,fixationIA,936,2,936,320,1,1.71,fixationIA
12,17,6,206,3,3,distIA,560,3,560,1032,3,2.04,distIA
12,17,6,196,4,3,distIA,560,3,560,1256,3,0.99,distIA
12,17,6,158,5,3,distIA,560,3,560,1466,3,0.99,distIA
12,17,6,510,6,2,targetIA,510,1,510,1762,2,0.86,targetIA
12,18,5,1074,1,1,fixationIA,1074,1,1074,4,1,1.47,fixationIA
12,18,5,172,2,3,distIA,454,2,454,1162,3,1.57,distIA
12,18,5,282,3,3,distIA,454,2,454,1350,3,0.83,distIA
12,18,5,112,4,2,targetIA,604,2,604,1762,2,2.06,targetIA
12,18,5,492,5,2,targetIA,604,2,604,1896,2,0.84,targetIA
12,19,2,1122,1,1,fixationIA,1122,1,1122,4,1,1.22,fixationIA
12,19,2,588,2,2,targetIA,588,1,588,1210,2,0.95,targetIA
12,20,3,1096,1,1,fixationIA,1096,1,1096,4,1,1.33,fixationIA
12,20,3,276,2,2,targetIA,616,2,616,1190,2,1.66,targetIA
12,20,3,340,3,2,targetIA,616,2,616,1478,2,0.73,targetIA
12,21,4,218,1,1,fixationIA,1098,3,1098,4,1,1.34,fixationIA
12,21,4,182,2,1,fixationIA,1098,3,1098,236,1,1.24,fixationIA
12,21,4,698,3,1,fixationIA,1098,3,1098,428,1,1.58,fixationIA
12,21,4,466,4,2,targetIA,466,1,466,1220,2,0.77,targetIA
12,22,2,1008,1,1,fixationIA,1008,1,1008,4,1,1.53,fixationIA
12,22,2,502,2,2,targetIA,502,1,502,1094,2,0.64,targetIA
12,23,6,1070,1,1,fixationIA,1070,1,1070,4,1,1.38,fixationIA
12,23,6,184,2,3,distIA,454,3,454,1158,3,1.78,distIA
12,23,6,164,3,3,distIA,454,3,454,1360,3,1.04,distIA
12,23,6,106,4,3,distIA,454,3,454,1538,3,1.83,distIA
12,23,6,144,5,2,targetIA,418,2,418,1778,2,1.58,targetIA
12,23,6,274,6,2,targetIA,418,2,418,1940,2,1.84,targetIA
12,24,6,988,1,1,fixationIA,988,1,988,4,1,1.23,fixationIA
12,24,6,192,2,3,distIA,326,2,326,1076,3,0.95,distIA
12,24,6,134,3,3,distIA,326,2,326,1280,3,1.02,distIA
12,24,6,116,4,.,.,.,.,.,1528,2,4.28,targetIA
12,24,6,158,5,2,targetIA,312,2,312,1670,2,1.39,targetIA
12,24,6,154,6,2,targetIA,312,2,312,1840,2,1.72,targetIA
12,25,6,264,1,1,fixationIA,264,3,1124,4,1,0.87,fixationIA
12,25,6,254,2,2,targetIA,254,2,666,348,2,1.45,targetIA
12,25,6,712,3,1,fixationIA,860,3,1124,670,1,1.89,fixationIA
12,25,6,148,4,1,fixationIA,860,3,1124,1396,1,1.25,fixationIA
12,25,6,412,5,2,targetIA,412,2,666,1628,2,0.73,targetIA
12,25,6,42,6,.,.,.,.,.,2182,3,3.32,distIA
12,26,6,930,1,1,fixationIA,930,1,930,4,1,0.99,fixationIA
12,26,6,188,2,3,distIA,418,3,418,1016,3,0.18,distIA
12,26,6,162,3,3,distIA,418,3,418,1216,3,1.22,distIA
12,26,6,68,4,3,distIA,418,3,418,1392,3,2.2,distIA
12,26,6,160,5,2,targetIA,408,2,408,1578,2,2.22,targetIA
12,26,6,248,6,2,targetIA,408,2,408,1750,2,1.88,targetIA
12,27,6,952,1,1,fixationIA,952,1,952,4,1,1.3,fixationIA
12,27,6,118,2,.,.,.,.,.,1034,3,3.31,distIA
12,27,6,200,3,3,distIA,286,2,286,1172,3,1.88,distIA
12,27,6,86,4,3,distIA,286,2,286,1390,3,1.03,distIA
12,27,6,132,5,2,targetIA,320,2,320,1606,2,1.51,targetIA
12,27,6,188,6,2,targetIA,320,2,320,1756,2,2.4,targetIA
12,28,6,978,1,1,fixationIA,978,1,978,4,1,1.2,fixationIA
12,28,6,188,2,3,distIA,378,3,378,1064,3,0.4,distIA
12,28,6,142,3,3,distIA,378,3,378,1268,3,1.23,distIA
12,28,6,48,4,3,distIA,378,3,378,1424,3,2.3,distIA
12,28,6,416,5,2,targetIA,590,2,590,1584,2,2.14,targetIA
12,28,6,174,6,2,targetIA,590,2,590,2014,2,1.16,targetIA
12,29,6,330,1,1,fixationIA,1004,2,1004,4,1,1.8,fixationIA
12,29,6,674,2,1,fixationIA,1004,2,1004,352,1,1.46,fixationIA
12,29,6,122,3,3,distIA,428,3,428,1112,3,0.99,distIA
12,29,6,158,4,3,distIA,428,3,428,1254,3,1.45,distIA
12,29,6,148,5,3,distIA,428,3,428,1428,3,0.34,distIA
12,29,6,550,6,2,targetIA,550,1,550,1690,2,1.25,targetIA
12,30,3,258,1,.,.,.,.,.,4,1,2.16,fixationIA
12,30,3,838,2,1,fixationIA,838,1,838,276,1,1.41,fixationIA
12,30,3,656,3,2,targetIA,656,1,656,1190,2,1.55,targetIA
12,31,3,1032,1,1,fixationIA,1032,1,1032,4,1,0.95,fixationIA
12,31,3,158,2,2,targetIA,434,2,434,1122,2,0.43,targetIA
12,31,3,276,3,2,targetIA,434,2,434,1298,2,1.63,targetIA
12,32,3,202,1,1,fixationIA,202,1,202,4,1,1.42,fixationIA
12,32,3,614,2,3,distIA,614,1,614,290,3,1.14,distIA
12,32,3,404,3,2,targetIA,404,1,404,1018,2,1.57,targetIA
12,33,4,274,1,1,fixationIA,274,2,652,102,1,0.38,fixationIA
12,33,4,264,2,2,targetIA,264,2,374,454,2,1.36,targetIA
12,33,4,378,3,1,fixationIA,378,2,652,784,1,1.24,fixationIA
12,33,4,110,4,2,targetIA,110,2,374,1254,2,2.16,targetIA
12,34,4,238,1,1,fixationIA,238,1,238,4,1,1.29,fixationIA
12,34,4,196,2,2,targetIA,1038,3,1038,322,2,1.51,targetIA
12,34,4,638,3,2,targetIA,1038,3,1038,530,2,1.18,targetIA
12,34,4,204,4,2,targetIA,1038,3,1038,1180,2,0.98,targetIA
12,35,3,1126,1,1,fixationIA,1126,1,1126,4,1,1.63,fixationIA
12,35,3,290,2,2,targetIA,512,2,512,1206,2,2.17,targetIA
12,35,3,222,3,2,targetIA,512,2,512,1514,2,1.87,targetIA
12,36,4,1068,1,1,fixationIA,1068,1,1068,4,1,1.46,fixationIA
12,36,4,238,2,2,targetIA,478,3,478,1146,2,2.52,targetIA
12,36,4,98,3,2,targetIA,478,3,478,1402,2,1.19,targetIA
12,36,4,142,4,2,targetIA,478,3,478,1514,2,2.06,targetIA
12,37,7,1140,1,1,fixationIA,1140,1,1140,4,1,1.52,fixationIA
12,37,7,170,2,3,distIA,474,3,474,1228,3,0.52,distIA
12,37,7,152,3,3,distIA,474,3,474,1414,3,0.97,distIA
12,37,7,152,4,3,distIA,474,3,474,1578,3,1.92,distIA
12,37,7,164,5,2,targetIA,458,3,458,1868,2,2.11,targetIA
12,37,7,142,6,2,targetIA,458,3,458,2046,2,1.63,targetIA
12,37,7,152,7,2,targetIA,458,3,458,2202,2,1.97,targetIA
12,38,4,1042,1,1,fixationIA,1042,1,1042,4,1,1.54,fixationIA
12,38,4,264,2,2,targetIA,388,2,388,1128,2,1.18,targetIA
12,38,4,124,3,2,targetIA,388,2,388,1404,2,0.68,targetIA
12,38,4,46,4,3,distIA,46,1,46,1714,3,0.81,distIA
12,39,5,1740,1,.,.,.,.,.,4,1,1.8,fixationIA
12,39,5,194,2,3,distIA,420,2,420,1826,3,0.27,distIA
12,39,5,226,3,3,distIA,420,2,420,2034,3,1.29,distIA
12,39,5,210,4,.,.,.,.,.,2384,2,2.92,targetIA
12,39,5,320,5,2,targetIA,320,1,320,2614,2,1.39,targetIA
12,40,4,980,1,1,fixationIA,980,1,980,4,1,1.52,fixationIA
12,40,4,372,2,3,distIA,372,1,372,1070,3,1.04,distIA
12,40,4,184,3,.,.,.,.,.,1568,2,2.91,targetIA
12,40,4,272,4,2,targetIA,272,1,272,1770,2,1.07,targetIA
12,41,4,234,1,1,fixationIA,234,1,234,4,1,1.24,fixationIA
12,41,4,342,2,3,distIA,342,1,342,316,3,0.22,distIA
12,41,4,278,3,.,.,.,.,.,724,1,2.45,fixationIA
12,41,4,362,4,2,targetIA,362,1,362,1080,2,1.4,targetIA
12,42,5,994,1,1,fixationIA,994,1,994,4,1,1.29,fixationIA
12,42,5,324,2,3,distIA,430,2,430,1082,3,0.88,distIA
12,42,5,106,3,3,distIA,430,2,430,1420,3,1.2,distIA
12,42,5,174,4,2,targetIA,424,2,424,1666,2,0.78,targetIA
12,42,5,250,5,2,targetIA,424,2,424,1854,2,0.53,targetIA
12,43,3,1098,1,1,fixationIA,1098,1,1098,4,1,1.5,fixationIA
12,43,3,308,2,2,targetIA,308,1,308,1186,2,0.97,targetIA
12,43,3,54,3,3,distIA,54,1,54,1622,3,1.68,distIA
12,44,4,96,1,1,fixationIA,1490,2,1490,4,1,1.1,fixationIA
12,44,4,1394,2,1,fixationIA,1490,2,1490,118,1,1.46,fixationIA
12,44,4,96,3,2,targetIA,482,2,482,1590,2,2.27,targetIA
12,44,4,386,4,2,targetIA,482,2,482,1708,2,0.67,targetIA
12,45,4,1038,1,1,fixationIA,1038,1,1038,4,1,1.44,fixationIA
12,45,4,366,2,3,distIA,366,1,366,1132,3,1.34,distIA
12,45,4,146,3,2,targetIA,488,2,488,1614,2,2.1,targetIA
12,45,4,342,4,2,targetIA,488,2,488,1776,2,1.39,targetIA
12,46,5,230,1,1,fixationIA,230,2,958,4,1,1.23,fixationIA
12,46,5,22,2,.,.,.,.,.,410,1,2.02,fixationIA
12,46,5,728,3,1,fixationIA,728,2,958,618,1,1.17,fixationIA
12,46,5,228,4,2,targetIA,382,2,382,1422,2,1.74,targetIA
12,46,5,154,5,2,targetIA,382,2,382,1662,2,1.7,targetIA
12,47,6,32,1,1,fixationIA,822,2,822,4,1,0.99,fixationIA
12,47,6,790,2,1,fixationIA,822,2,822,50,1,1.64,fixationIA
12,47,6,178,3,3,distIA,354,2,354,922,3,1.96,distIA
12,47,6,176,4,3,distIA,354,2,354,1116,3,0.82,distIA
12,47,6,146,5,2,targetIA,414,2,414,1424,2,0.78,targetIA
12,47,6,268,6,2,targetIA,414,2,414,1588,2,1.09,targetIA
12,48,5,972,1,1,fixationIA,972,1,972,4,1,1.43,fixationIA
12,48,5,182,2,3,distIA,324,2,324,1054,3,1.87,distIA
12,48,5,142,3,3,distIA,324,2,324,1250,3,1.52,distIA
12,48,5,188,4,2,targetIA,500,2,500,1524,2,0.6,targetIA
12,48,5,312,5,2,targetIA,500,2,500,1728,2,0.83,targetIA
12,49,4,1102,1,1,fixationIA,1102,1,1102,4,1,1.63,fixationIA
12,49,4,114,2,.,.,.,.,.,1184,2,5.25,targetIA
12,49,4,148,3,2,targetIA,340,2,340,1328,2,1.67,targetIA
12,49,4,192,4,2,targetIA,340,2,340,1492,2,1.15,targetIA
12,50,6,34,1,1,fixationIA,34,1,34,4,1,1.12,fixationIA
12,50,6,220,2,.,.,.,.,.,422,1,1.64,fixationIA
12,50,6,354,3,.,.,.,.,.,668,1,1.8,fixationIA
12,50,6,274,4,2,targetIA,408,2,408,1100,2,1.92,targetIA
12,50,6,134,5,2,targetIA,408,2,408,1386,2,0.84,targetIA
12,50,6,58,6,3,distIA,58,1,58,1650,3,0.9,distIA
12,51,5,284,1,1,fixationIA,284,2,558,4,1,0.88,fixationIA
12,51,5,274,2,3,distIA,274,1,274,370,3,0.3,distIA
12,51,5,274,3,1,fixationIA,274,2,558,722,1,1.18,fixationIA
12,51,5,376,4,2,targetIA,488,2,488,1080,2,1.91,targetIA
12,51,5,112,5,2,targetIA,488,2,488,1470,2,0.77,targetIA
12,52,6,502,1,1,fixationIA,1122,2,1122,4,1,1.57,fixationIA
12,52,6,620,2,1,fixationIA,1122,2,1122,518,1,1.07,fixationIA
12,52,6,216,3,2,targetIA,438,3,438,1216,2,2.58,targetIA
12,52,6,56,4,2,targetIA,438,3,438,1448,2,2.1,targetIA
12,52,6,166,5,2,targetIA,438,3,438,1516,2,1.26,targetIA
12,52,6,82,6,3,distIA,82,1,82,1812,3,2.23,distIA
12,53,2,912,1,1,fixationIA,912,1,912,200,1,1.22,fixationIA
12,53,2,392,2,2,targetIA,392,1,392,1188,2,1.51,targetIA
12,54,5,956,1,1,fixationIA,956,1,956,4,1,0.68,fixationIA
12,54,5,248,2,3,distIA,356,2,356,1042,3,0.66,distIA
12,54,5,108,3,3,distIA,356,2,356,1306,3,1.57,distIA
12,54,5,150,4,2,targetIA,468,2,468,1536,2,1.83,targetIA
12,54,5,318,5,2,targetIA,468,2,468,1704,2,1.45,targetIA
12,55,5,1018,1,1,fixationIA,1018,1,1018,4,1,1.05,fixationIA
12,55,5,364,2,3,distIA,364,1,364,1104,3,0.81,distIA
12,55,5,124,3,.,.,.,.,.,1584,2,2.87,targetIA
12,55,5,168,4,2,targetIA,406,2,406,1728,2,1.04,targetIA
12,55,5,238,5,2,targetIA,406,2,406,1914,2,1.59,targetIA
12,56,3,922,1,1,fixationIA,922,1,922,88,1,0.94,fixationIA
12,56,3,306,2,3,distIA,306,1,306,1096,3,0.8,distIA
12,56,3,422,3,2,targetIA,422,1,422,1540,2,1.21,targetIA
12,57,3,1124,1,1,fixationIA,1124,1,1124,4,1,1.64,fixationIA
12,57,3,166,2,2,targetIA,500,2,500,1216,2,1.07,targetIA
12,57,3,334,3,2,targetIA,500,2,500,1392,2,1.18,targetIA
12,58,6,600,1,1,fixationIA,978,3,1012,4,1,1.56,fixationIA
12,58,6,378,2,1,fixationIA,978,3,1012,616,1,1.05,fixationIA
12,58,6,216,3,3,distIA,378,2,378,1074,3,2.46,distIA
12,58,6,162,4,3,distIA,378,2,378,1306,3,1.15,distIA
12,58,6,34,5,1,fixationIA,34,3,1012,1564,1,1.4,fixationIA
12,58,6,440,6,2,targetIA,440,1,440,1688,2,1.77,targetIA
12,59,3,988,1,1,fixationIA,988,1,988,4,1,1.55,fixationIA
12,59,3,236,2,2,targetIA,498,2,498,1074,2,1.16,targetIA
12,59,3,262,3,2,targetIA,498,2,498,1322,2,2.1,targetIA
12,60,3,942,1,1,fixationIA,942,1,942,4,1,1.01,fixationIA
12,60,3,270,2,2,targetIA,554,2,554,1020,2,2.95,targetIA
12,60,3,284,3,2,targetIA,554,2,554,1308,2,1.44,targetIA
12,61,4,1010,1,1,fixationIA,1010,1,1010,4,1,1.46,fixationIA
12,61,4,232,2,3,distIA,350,2,350,1096,3,0.85,distIA
12,61,4,118,3,3,distIA,350,2,350,1344,3,2.28,distIA
12,61,4,466,4,2,targetIA,466,1,466,1576,2,1.09,targetIA
12,62,4,998,1,1,fixationIA,998,1,998,4,1,1.36,fixationIA
12,62,4,188,2,2,targetIA,594,3,594,1086,2,0.73,targetIA
12,62,4,238,3,2,targetIA,594,3,594,1292,2,1.74,targetIA
12,62,4,168,4,2,targetIA,594,3,594,1540,2,2.48,targetIA
12,63,6,1468,1,1,fixationIA,1468,1,1468,4,1,1.08,fixationIA
12,63,6,206,2,3,distIA,448,3,448,1560,3,2.15,distIA
12,63,6,148,3,3,distIA,448,3,448,1794,3,1.33,distIA
12,63,6,94,4,3,distIA,448,3,448,1956,3,1.83,distIA
12,63,6,102,5,2,targetIA,592,2,592,2176,2,2.5,targetIA
12,63,6,490,6,2,targetIA,592,2,592,2302,2,2.85,targetIA
12,64,2,924,1,1,fixationIA,924,1,924,4,1,0.81,fixationIA
12,64,2,358,2,2,targetIA,358,1,358,1014,2,2,targetIA
12,65,5,142,1,1,fixationIA,142,1,142,4,1,1.32,fixationIA
12,65,5,240,2,3,distIA,376,2,376,280,3,1.79,distIA
12,65,5,136,3,3,distIA,376,2,376,532,3,2.36,distIA
12,65,5,270,4,2,targetIA,404,2,404,804,2,1.11,targetIA
12,65,5,134,5,2,targetIA,404,2,404,1088,2,2.22,targetIA
12,66,5,264,1,1,fixationIA,698,2,698,4,1,0.73,fixationIA
12,66,5,434,2,1,fixationIA,698,2,698,534,1,0.79,fixationIA
12,66,5,418,3,.,.,.,.,.,1044,3,3.28,distIA
12,66,5,210,4,2,targetIA,388,2,388,1576,2,1.26,targetIA
12,66,5,178,5,2,targetIA,388,2,388,1802,2,0.66,targetIA
12,67,5,910,1,1,fixationIA,910,1,910,4,1,0.66,fixationIA
12,67,5,156,2,3,distIA,398,2,398,998,3,1.9,distIA
12,67,5,242,3,3,distIA,398,2,398,1168,3,3.1,distIA
12,67,5,268,4,2,targetIA,410,2,410,1526,2,1.1,targetIA
12,67,5,142,5,2,targetIA,410,2,410,1806,2,2,targetIA
12,68,5,994,1,1,fixationIA,994,1,994,4,1,0.58,fixationIA
12,68,5,356,2,3,distIA,356,1,356,1084,3,2.77,distIA
12,68,5,142,3,.,.,.,.,.,1550,2,2.96,targetIA
12,68,5,128,4,2,targetIA,426,2,426,1712,2,2.69,targetIA
12,68,5,298,5,2,targetIA,426,2,426,1860,2,1.04,targetIA
12,69,6,294,1,1,fixationIA,294,2,650,4,1,0.73,fixationIA
12,69,6,120,2,.,.,.,.,.,350,1,8.76,fixationIA
12,69,6,174,3,.,.,.,.,.,512,1,2.99,fixationIA
12,69,6,356,4,1,fixationIA,356,2,650,706,1,1.59,fixationIA
12,69,6,290,5,2,targetIA,490,2,490,1144,2,1.03,targetIA
12,69,6,200,6,2,targetIA,490,2,490,1452,2,2.54,targetIA
12,70,5,512,1,1,fixationIA,988,3,988,4,1,1.1,fixationIA
12,70,5,138,2,1,fixationIA,988,3,988,542,1,1.41,fixationIA
12,70,5,338,3,1,fixationIA,988,3,988,696,1,0.69,fixationIA
12,70,5,278,4,2,targetIA,278,1,278,1118,2,2.44,targetIA
12,70,5,178,5,3,distIA,178,1,178,1512,3,0.54,distIA
12,71,3,954,1,1,fixationIA,954,1,954,4,1,1.21,fixationIA
12,71,3,236,2,2,targetIA,350,2,350,1036,2,2.31,targetIA
12,71,3,114,3,2,targetIA,350,2,350,1288,2,1.09,targetIA
12,72,2,982,1,1,fixationIA,982,1,982,4,1,1.13,fixationIA
12,72,2,470,2,.,.,.,.,.,1074,2,3.1,targetIA
12,73,4,940,1,1,fixationIA,940,1,940,4,1,0.89,fixationIA
12,73,4,266,2,3,distIA,420,2,420,1022,3,1.07,distIA
12,73,4,154,3,3,distIA,420,2,420,1306,3,0.93,distIA
12,73,4,182,4,2,targetIA,182,1,182,1590,2,2.21,targetIA
12,74,3,906,1,1,fixationIA,906,1,906,4,1,0.75,fixationIA
12,74,3,210,2,2,targetIA,480,2,480,994,2,2.96,targetIA
12,74,3,270,3,2,targetIA,480,2,480,1214,2,2.01,targetIA
12,75,6,516,1,1,fixationIA,1060,2,1060,4,1,0.92,fixationIA
12,75,6,544,2,1,fixationIA,1060,2,1060,932,1,1.4,fixationIA
12,75,6,206,3,3,distIA,520,3,520,1556,3,1.64,distIA
12,75,6,218,4,3,distIA,520,3,520,1780,3,0.55,distIA
12,75,6,96,5,3,distIA,520,3,520,2010,3,1.48,distIA
12,75,6,486,6,2,targetIA,486,1,486,2240,2,2.7,targetIA
12,76,7,878,1,1,fixationIA,878,1,878,4,1,0.65,fixationIA
12,76,7,146,2,3,distIA,404,3,404,956,3,2.34,distIA
12,76,7,124,3,3,distIA,404,3,404,1118,3,2.24,distIA
12,76,7,134,4,3,distIA,404,3,404,1254,3,1.59,distIA
12,76,7,120,5,2,targetIA,438,3,438,1514,2,1.35,targetIA
12,76,7,208,6,2,targetIA,438,3,438,1652,2,1.94,targetIA
12,76,7,110,7,2,targetIA,438,3,438,1874,2,2.83,targetIA
12,77,4,130,1,1,fixationIA,928,2,928,4,1,0.33,fixationIA
12,77,4,798,2,1,fixationIA,928,2,928,144,1,0.88,fixationIA
12,77,4,138,3,2,targetIA,314,2,314,1026,2,2.37,targetIA
12,77,4,176,4,2,targetIA,314,2,314,1174,2,2.84,targetIA
12,78,6,202,1,1,fixationIA,202,2,442,4,1,0.59,fixationIA
12,78,6,326,2,.,.,.,.,.,288,2,3.08,targetIA
12,78,6,240,3,1,fixationIA,240,2,442,692,1,1.21,fixationIA
12,78,6,240,4,3,distIA,370,2,370,1004,3,0.69,distIA
12,78,6,130,5,3,distIA,370,2,370,1258,3,1.68,distIA
12,78,6,472,6,.,.,.,.,.,1524,2,2.79,targetIA
12,79,4,70,1,1,fixationIA,70,2,934,4,1,0.51,fixationIA
12,79,4,202,2,.,.,.,.,.,242,1,1.68,fixationIA
12,79,4,864,3,1,fixationIA,864,2,934,456,1,0.72,fixationIA
12,79,4,306,4,.,.,.,.,.,1408,2,3.11,targetIA
12,80,10,274,1,1,fixationIA,274,1,274,4,1,0.82,fixationIA
12,80,10,158,2,2,targetIA,256,4,588,350,2,2.33,targetIA
12,80,10,98,3,2,targetIA,256,4,588,526,2,2.04,targetIA
12,80,10,252,4,.,.,.,.,.,692,1,2.8,fixationIA
12,80,10,228,5,3,distIA,398,3,398,1022,3,2.2,distIA
12,80,10,64,6,3,distIA,398,3,398,1268,3,1.69,distIA
