RECORDING_SESSION_LABEL,TRIAL_INDEX,TRIAL_FIXATION_TOTAL,CURRENT_FIX_DURATION,CURRENT_FIX_INDEX,CURRENT_FIX_INTEREST_AREA_ID,CURRENT_FIX_INTEREST_AREA_LABEL,CURRENT_FIX_RUN_DWELL_TIME,CURRENT_FIX_INTEREST_AREA_FIX_COUNT,CURRENT_FIX_INTEREST_AREA_DWELL_TIME,CURRENT_FIX_START,CURRENT_FIX_NEAREST_INTEREST_AREA,CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE,CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL
13,21,9,114,7,.,.,.,.,.,2018,2,3.69,targetIA
13,21,9,196,8,2,targetIA,744,4,1032,2160,2,1.03,targetIA
13,21,9,548,9,2,targetIA,744,4,1032,2370,2,1.13,targetIA
13,22,8,1086,1,1,fixationIA,1086,1,1086,4,1,0.44,fixationIA
13,22,8,96,2,.,.,.,.,.,1114,1,2.35,fixationIA
13,22,8,206,3,3,distIA,280,2,280,1278,3,2.32,distIA
13,22,8,74,4,3,distIA,280,2,280,1498,3,1.5,distIA
13,22,8,210,5,2,targetIA,682,4,682,1694,2,2.86,targetIA
13,22,8,172,6,2,targetIA,682,4,682,1922,2,1.06,targetIA
13,22,8,58,7,2,targetIA,682,4,682,2108,2,1.22,targetIA
13,22,8,242,8,2,targetIA,682,4,682,2184,2,0.68,targetIA
13,23,6,1030,1,1,fixationIA,1030,1,1030,4,1,0.24,fixationIA
13,23,6,190,2,.,.,.,.,.,1058,1,2.57,fixationIA
13,23,6,190,3,3,distIA,296,2,296,1316,3,0.8,distIA
13,23,6,106,4,3,distIA,296,2,296,1522,3,0.48,distIA
13,23,6,232,5,2,targetIA,768,2,768,1754,2,1.92,targetIA
13,23,6,536,6,2,targetIA,768,2,768,2000,2,0.96,targetIA
13,24,4,1044,1,1,fixationIA,1176,2,1176,4,1,0.12,fixationIA
13,24,4,132,2,1,fixationIA,1176,2,1176,1058,1,0.89,fixationIA
13,24,4,210,3,2,targetIA,716,2,716,1256,2,1.2,targetIA
13,24,4,506,4,2,targetIA,716,2,716,1484,2,1.13,targetIA
13,25,6,1188,1,1,fixationIA,1188,1,1188,4,1,0.15,fixationIA
13,25,6,158,2,3,distIA,386,3,386,1264,3,2.01,distIA
13,25,6,158,3,3,distIA,386,3,386,1438,3,0.98,distIA
13,25,6,70,4,3,distIA,386,3,386,1606,3,0.68,distIA
13,25,6,222,5,2,targetIA,450,2,450,1790,2,1.34,targetIA
13,25,6,228,6,2,targetIA,450,2,450,2026,2,1.51,targetIA
13,26,8,1036,1,1,fixationIA,1036,2,1082,4,1,0.21,fixationIA
13,26,8,180,2,3,distIA,316,2,316,1112,3,0.42,distIA
13,26,8,136,3,3,distIA,316,2,316,1302,3,0.88,distIA
13,26,8,46,4,1,fixationIA,46,2,1082,1730,1,1.23,fixationIA
13,26,8,172,5,2,targetIA,966,4,966,1836,2,2.42,targetIA
13,26,8,158,6,2,targetIA,966,4,966,2030,2,0.64,targetIA
13,26,8,86,7,2,targetIA,966,4,966,2204,2,0.63,targetIA
13,26,8,550,8,2,targetIA,966,4,966,2306,2,1.16,targetIA
13,27,5,1090,1,1,fixationIA,1090,1,1090,4,1,0.3,fixationIA
13,27,5,166,2,2,targetIA,558,2,558,1164,2,0.53,targetIA
13,27,5,392,3,2,targetIA,558,2,558,1342,2,1.28,targetIA
13,27,5,32,4,.,.,.,.,.,1776,2,7.63,targetIA
13,27,5,162,5,3,distIA,162,1,162,1972,3,1.19,distIA
13,28,3,958,1,1,fixationIA,958,1,958,4,1,0.33,fixationIA
13,28,3,792,2,2,targetIA,792,1,792,1034,2,0.59,targetIA
13,28,3,184,3,.,.,.,.,.,1942,1,2.97,fixationIA
13,29,6,938,1,1,fixationIA,938,1,938,4,1,0.37,fixationIA
13,29,6,180,2,3,distIA,394,2,394,1028,3,2.23,distIA
13,29,6,214,3,3,distIA,394,2,394,1226,3,0.84,distIA
13,29,6,164,4,2,targetIA,592,3,592,1578,2,1.59,targetIA
13,29,6,94,5,2,targetIA,592,3,592,1758,2,1.11,targetIA
13,29,6,334,6,2,targetIA,592,3,592,1870,2,1.64,targetIA
13,30,4,978,1,1,fixationIA,978,1,978,4,1,0.29,fixationIA
13,30,4,310,2,3,distIA,310,1,310,1060,3,0.64,distIA
13,30,4,252,3,2,targetIA,818,2,818,1492,2,1.53,targetIA
13,30,4,566,4,2,targetIA,818,2,818,1760,2,0.36,targetIA
13,31,6,1094,1,1,fixationIA,1094,1,1094,4,1,0.59,fixationIA
13,31,6,176,2,3,distIA,304,2,304,1170,3,1.45,distIA
13,31,6,128,3,3,distIA,304,2,304,1360,3,0.73,distIA
13,31,6,162,4,2,targetIA,570,3,570,1610,2,1.65,targetIA
13,31,6,108,5,2,targetIA,570,3,570,1794,2,0.96,targetIA
13,31,6,300,6,2,targetIA,570,3,570,1920,2,1.63,targetIA
13,32,7,944,1,1,fixationIA,944,1,944,4,1,0.49,fixationIA
13,32,7,152,2,2,targetIA,774,4,774,1016,2,1.45,targetIA
13,32,7,150,3,2,targetIA,774,4,774,1184,2,0.71,targetIA
13,32,7,80,4,2,targetIA,774,4,774,1352,2,1,targetIA
13,32,7,392,5,2,targetIA,774,4,774,1454,2,1.25,targetIA
13,32,7,184,6,3,distIA,362,2,362,1954,3,0.83,distIA
13,32,7,178,7,3,distIA,362,2,362,2152,3,0.76,distIA
13,33,6,1038,1,1,fixationIA,1038,1,1038,4,1,0.42,fixationIA
13,33,6,164,2,3,distIA,470,3,470,1134,3,1.72,distIA
13,33,6,172,3,3,distIA,470,3,470,1318,3,0.46,distIA
13,33,6,134,4,3,distIA,470,3,470,1506,3,1.34,distIA
13,33,6,136,5,2,targetIA,860,2,860,1748,2,2.09,targetIA
13,33,6,724,6,2,targetIA,860,2,860,1908,2,0.66,targetIA
13,34,5,970,1,1,fixationIA,970,1,970,4,1,0.4,fixationIA
13,34,5,214,2,3,distIA,282,2,282,1046,3,1.31,distIA
13,34,5,68,3,3,distIA,282,2,282,1272,3,1.02,distIA
13,34,5,248,4,2,targetIA,1058,2,1058,1524,2,0.57,targetIA
13,34,5,810,5,2,targetIA,1058,2,1058,1782,2,0.51,targetIA
13,35,7,834,1,1,fixationIA,1042,2,1042,4,1,0.31,fixationIA
13,35,7,208,2,1,fixationIA,1042,2,1042,944,1,0.99,fixationIA
13,35,7,182,3,3,distIA,350,3,350,1216,3,1.66,distIA
13,35,7,132,4,3,distIA,350,3,350,1418,3,0.64,distIA
13,35,7,36,5,3,distIA,350,3,350,1576,3,2.12,distIA
13,35,7,184,6,2,targetIA,1486,2,1486,1718,2,2.07,targetIA
13,35,7,1302,7,2,targetIA,1486,2,1486,1918,2,1.77,targetIA
13,36,5,984,1,1,fixationIA,984,1,984,4,1,0.41,fixationIA
13,36,5,168,2,3,distIA,270,2,270,1082,3,1.48,distIA
13,36,5,102,3,3,distIA,270,2,270,1266,3,0.72,distIA
13,36,5,218,4,2,targetIA,490,2,490,1482,2,1.44,targetIA
13,36,5,272,5,2,targetIA,490,2,490,1720,2,1.32,targetIA
13,37,3,958,1,1,fixationIA,958,1,958,4,1,0.33,fixationIA
13,37,3,762,2,2,targetIA,762,1,762,1052,2,0.76,targetIA
13,37,3,178,3,.,.,.,.,.,1840,2,2.81,targetIA
13,38,6,880,1,1,fixationIA,880,1,880,4,1,0.06,fixationIA
13,38,6,200,2,3,distIA,324,2,324,960,3,1.76,distIA
13,38,6,124,3,3,distIA,324,2,324,1178,3,1.29,distIA
13,38,6,106,4,.,.,.,.,.,1332,3,3.5,distIA
13,38,6,136,5,.,.,.,.,.,1534,2,2.73,targetIA
13,38,6,448,6,2,targetIA,448,1,448,1696,2,0.3,targetIA
13,39,4,1126,1,1,fixationIA,1126,1,1126,4,1,0.47,fixationIA
13,39,4,184,2,2,targetIA,768,3,768,1200,2,0.71,targetIA
13,39,4,520,3,2,targetIA,768,3,768,1398,2,0.84,targetIA
13,39,4,64,4,2,targetIA,768,3,768,1938,2,1.91,targetIA
13,40,9,1056,1,1,fixationIA,1056,1,1056,4,1,0.44,fixationIA
13,40,9,242,2,2,targetIA,566,5,850,1132,2,0.69,targetIA
13,40,9,152,3,2,targetIA,566,5,850,1390,2,1,targetIA
13,40,9,172,4,2,targetIA,566,5,850,1556,2,1.26,targetIA
13,40,9,184,5,.,.,.,.,.,1872,3,3.31,distIA
13,40,9,120,6,3,distIA,298,2,298,2082,3,1.06,distIA
13,40,9,178,7,3,distIA,298,2,298,2220,3,0.68,distIA
13,40,9,190,8,2,targetIA,284,5,850,2504,2,0.71,targetIA
13,40,9,94,9,2,targetIA,284,5,850,2714,2,1.63,targetIA
13,41,8,930,1,1,fixationIA,930,1,930,4,1,0.19,fixationIA
13,41,8,212,2,2,targetIA,396,5,782,1010,2,1.15,targetIA
13,41,8,114,3,2,targetIA,396,5,782,1236,2,0.78,targetIA
13,41,8,70,4,2,targetIA,396,5,782,1360,2,0.51,targetIA
13,41,8,234,5,3,distIA,446,2,446,1546,3,1.16,distIA
13,41,8,212,6,3,distIA,446,2,446,1798,3,0.48,distIA
13,41,8,198,7,2,targetIA,386,5,782,2152,2,1.18,targetIA
13,41,8,188,8,2,targetIA,386,5,782,2366,2,1.47,targetIA
13,42,5,1002,1,1,fixationIA,1002,1,1002,4,1,0.05,fixationIA
13,42,5,184,2,3,distIA,320,2,320,1078,3,1.4,distIA
13,42,5,136,3,3,distIA,320,2,320,1276,3,0.69,distIA
13,42,5,250,4,2,targetIA,584,2,584,1556,2,1.03,targetIA
13,42,5,334,5,2,targetIA,584,2,584,1826,2,1.14,targetIA
13,43,7,600,1,1,fixationIA,860,2,860,4,1,0.19,fixationIA
13,43,7,260,2,1,fixationIA,860,2,860,702,1,0.5,fixationIA
13,43,7,170,3,3,distIA,430,3,430,1028,3,1.47,distIA
13,43,7,164,4,3,distIA,430,3,430,1210,3,1.17,distIA
13,43,7,96,5,3,distIA,430,3,430,1392,3,1.89,distIA
13,43,7,228,6,2,targetIA,504,2,504,1598,2,0.68,targetIA
13,43,7,276,7,2,targetIA,504,2,504,1842,2,1.03,targetIA
13,44,5,1062,1,1,fixationIA,1062,1,1062,4,1,0.16,fixationIA
13,44,5,182,2,3,distIA,308,2,308,1142,3,0.98,distIA
13,44,5,126,3,3,distIA,308,2,308,1338,3,0.12,distIA
13,44,5,212,4,2,targetIA,374,2,374,1586,2,0.24,targetIA
13,44,5,162,5,2,targetIA,374,2,374,1812,2,0.95,targetIA
13,45,6,918,1,1,fixationIA,918,1,918,4,1,0.11,fixationIA
13,45,6,140,2,.,.,.,.,.,972,2,8.33,targetIA
13,45,6,230,3,2,targetIA,230,2,572,1154,2,0.68,targetIA
13,45,6,260,4,3,distIA,372,2,372,1518,3,1.83,distIA
13,45,6,112,5,3,distIA,372,2,372,1800,3,0.13,distIA
13,45,6,342,6,2,targetIA,342,2,572,2014,2,2.5,targetIA
13,46,6,1032,1,1,fixationIA,1032,1,1032,4,1,0.38,fixationIA
13,46,6,150,2,3,distIA,290,2,290,1106,3,1.93,distIA
13,46,6,140,3,3,distIA,290,2,290,1278,3,1.1,distIA
13,46,6,198,4,.,.,.,.,.,1472,1,6.99,fixationIA
13,46,6,246,5,2,targetIA,502,2,502,1760,2,0.57,targetIA
13,46,6,256,6,2,targetIA,502,2,502,2022,2,0.65,targetIA
13,47,6,956,1,1,fixationIA,956,1,956,4,1,0.54,fixationIA
13,47,6,180,2,3,distIA,262,2,262,1030,3,1.71,distIA
13,47,6,82,3,3,distIA,262,2,262,1220,3,1.04,distIA
13,47,6,144,4,.,.,.,.,.,1358,1,5.04,fixationIA
13,47,6,190,5,2,targetIA,414,2,414,1652,2,0.53,targetIA
13,47,6,224,6,2,targetIA,414,2,414,1858,2,0.9,targetIA
13,48,4,1012,1,1,fixationIA,1012,1,1012,4,1,0.11,fixationIA
13,48,4,144,2,.,.,.,.,.,1066,1,9.78,fixationIA
13,48,4,542,3,2,targetIA,542,1,542,1262,2,0.62,targetIA
13,48,4,96,4,3,distIA,96,1,96,1944,3,1.01,distIA
13,49,5,1056,1,1,fixationIA,1056,1,1056,4,1,0.1,fixationIA
13,49,5,194,2,3,distIA,362,2,362,1132,3,1.47,distIA
13,49,5,168,3,3,distIA,362,2,362,1340,3,0.64,distIA
13,49,5,226,4,2,targetIA,702,2,702,1624,2,0.75,targetIA
13,49,5,476,5,2,targetIA,702,2,702,1862,2,1.24,targetIA
13,50,5,256,1,1,fixationIA,996,2,996,4,1,1.63,fixationIA
13,50,5,740,2,1,fixationIA,996,2,996,276,1,0.52,fixationIA
13,50,5,442,3,2,targetIA,442,1,442,1092,2,1.28,targetIA
13,50,5,184,4,3,distIA,264,2,264,1660,3,2.21,distIA
13,50,5,80,5,3,distIA,264,2,264,1862,3,1.17,distIA
13,51,6,978,1,1,fixationIA,978,2,1024,4,1,0.35,fixationIA
13,51,6,174,2,3,distIA,350,2,350,1050,3,1.26,distIA
13,51,6,176,3,3,distIA,350,2,350,1236,3,0.53,distIA
13,51,6,242,4,2,targetIA,590,2,590,1534,2,1.15,targetIA
13,51,6,348,5,2,targetIA,590,2,590,1790,2,0.57,targetIA
13,51,6,46,6,1,fixationIA,46,2,1024,2206,1,1.3,fixationIA
13,52,3,750,1,1,fixationIA,750,1,750,4,1,0.02,fixationIA
13,52,3,150,2,2,targetIA,938,2,938,830,2,1.63,targetIA
13,52,3,788,3,2,targetIA,938,2,938,1004,2,0.98,targetIA
13,53,6,54,1,1,fixationIA,732,2,732,4,1,0.9,fixationIA
13,53,6,678,2,1,fixationIA,732,2,732,68,1,0.29,fixationIA
13,53,6,198,3,2,targetIA,198,3,610,822,2,1.03,targetIA
13,53,6,298,4,.,.,.,.,.,1072,1,3.94,fixationIA
13,53,6,278,5,2,targetIA,412,3,610,1482,2,0.28,targetIA
13,53,6,134,6,2,targetIA,412,3,610,1770,2,0.46,targetIA
13,54,7,38,1,1,fixationIA,1004,2,1004,4,1,0.56,fixationIA
13,54,7,966,2,1,fixationIA,1004,2,1004,52,1,0.14,fixationIA
13,54,7,142,3,3,distIA,418,3,418,1092,3,2.43,distIA
13,54,7,80,4,3,distIA,418,3,418,1252,3,2.64,distIA
13,54,7,196,5,3,distIA,418,3,418,1356,3,0.59,distIA
13,54,7,222,6,2,targetIA,454,2,454,1662,2,0.65,targetIA
13,54,7,232,7,2,targetIA,454,2,454,1906,2,1.38,targetIA
13,55,4,930,1,1,fixationIA,930,1,930,4,1,0.11,fixationIA
13,55,4,168,2,2,targetIA,530,2,530,1006,2,1.9,targetIA
13,55,4,362,3,2,targetIA,530,2,530,1184,2,1.17,targetIA
13,55,4,162,4,3,distIA,162,1,162,1660,3,1.49,distIA
13,56,7,1070,1,1,fixationIA,1070,1,1070,4,1,0.44,fixationIA
13,56,7,156,2,3,distIA,538,4,538,1164,3,3.01,distIA
13,56,7,184,3,3,distIA,538,4,538,1346,3,0.98,distIA
13,56,7,52,4,3,distIA,538,4,538,1542,3,0.89,distIA
13,56,7,146,5,3,distIA,538,4,538,1618,3,1.57,distIA
13,56,7,212,6,2,targetIA,288,2,288,1886,2,0.49,targetIA
13,56,7,76,7,2,targetIA,288,2,288,2114,2,0.66,targetIA
13,57,3,968,1,1,fixationIA,968,1,968,4,1,0.3,fixationIA
13,57,3,198,2,2,targetIA,640,2,640,1040,2,0.51,targetIA
13,57,3,442,3,2,targetIA,640,2,640,1252,2,0.81,targetIA
13,58,3,978,1,1,fixationIA,978,1,978,4,1,0.08,fixationIA
13,58,3,194,2,2,targetIA,770,2,770,1056,2,1.01,targetIA
13,58,3,576,3,2,targetIA,770,2,770,1266,2,0.72,targetIA
13,59,5,1150,1,1,fixationIA,1150,1,1150,4,1,0.54,fixationIA
13,59,5,172,2,3,distIA,266,2,266,1226,3,1.87,distIA
13,59,5,94,3,3,distIA,266,2,266,1416,3,0.36,distIA
13,59,5,146,4,2,targetIA,376,2,376,1628,2,0.3,targetIA
13,59,5,230,5,2,targetIA,376,2,376,1790,2,1.16,targetIA
13,60,5,1062,1,1,fixationIA,1062,1,1062,4,1,0.5,fixationIA
13,60,5,162,2,3,distIA,338,2,338,1140,3,2.12,distIA
13,60,5,176,3,3,distIA,338,2,338,1322,3,0.58,distIA
13,60,5,162,4,2,targetIA,496,2,496,1620,2,1.55,targetIA
13,60,5,334,5,2,targetIA,496,2,496,1808,2,1.43,targetIA
13,61,6,298,1,1,fixationIA,1122,3,1122,4,1,1.05,fixationIA
13,61,6,444,2,1,fixationIA,1122,3,1122,314,1,0.68,fixationIA
13,61,6,380,3,1,fixationIA,1122,3,1122,768,1,0.54,fixationIA
13,61,6,222,4,2,targetIA,414,2,414,1218,2,0.82,targetIA
13,61,6,192,5,2,targetIA,414,2,414,1454,2,1.3,targetIA
13,61,6,186,6,3,distIA,186,1,186,1764,3,1.88,distIA
13,62,5,904,1,1,fixationIA,904,1,904,4,1,0.11,fixationIA
13,62,5,178,2,2,targetIA,566,3,566,984,2,1.57,targetIA
13,62,5,60,3,2,targetIA,566,3,566,1174,2,0.81,targetIA
13,62,5,328,4,2,targetIA,566,3,566,1248,2,1.69,targetIA
13,62,5,72,5,3,distIA,72,1,72,1728,3,1.06,distIA
13,63,6,1060,1,1,fixationIA,1060,1,1060,4,1,0.4,fixationIA
13,63,6,166,2,3,distIA,336,3,336,1136,3,1.56,distIA
13,63,6,76,3,3,distIA,336,3,336,1312,3,1,distIA
13,63,6,94,4,3,distIA,336,3,336,1406,3,1.73,distIA
13,63,6,184,5,2,targetIA,686,2,686,1614,2,1.16,targetIA
13,63,6,502,6,2,targetIA,686,2,686,1814,2,0.53,targetIA
13,64,4,312,1,1,fixationIA,312,2,824,4,1,0.47,fixationIA
13,64,4,90,2,2,targetIA,90,2,752,392,2,1.91,targetIA
13,64,4,512,3,1,fixationIA,512,2,824,542,1,0.81,fixationIA
13,64,4,662,4,2,targetIA,662,2,752,1180,2,1.02,targetIA
13,65,6,76,1,1,fixationIA,908,2,908,4,1,0.67,fixationIA
13,65,6,832,2,1,fixationIA,908,2,908,92,1,0.24,fixationIA
13,65,6,160,3,3,distIA,278,2,278,998,3,1.9,distIA
13,65,6,118,4,3,distIA,278,2,278,1176,3,0.68,distIA
13,65,6,170,5,2,targetIA,458,2,458,1414,2,1.27,targetIA
13,65,6,288,6,2,targetIA,458,2,458,1600,2,1.08,targetIA
13,66,4,922,1,1,fixationIA,922,1,922,4,1,0.22,fixationIA
13,66,4,204,2,2,targetIA,950,3,950,1042,2,1.91,targetIA
13,66,4,688,3,2,targetIA,950,3,950,1262,2,0.51,targetIA
13,66,4,58,4,2,targetIA,950,3,950,1966,2,0.87,targetIA
